









Frequency of observations in the selected location(s).:
Number of taxa: 	604

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Yellow-crowned Night Heron (<em class="sci">Nyctanassa violacea</em>)	0.0	5.797E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0015879	0.00916	0.0320777	0.0391566	0.0511775	0.0471056	0.0426822	0.0448001	0.0500944	0.0584921	0.0775459	0.0874901	0.0995063	0.0967312	0.0914556	0.1191988	0.0940751	0.0835604	0.0702354	0.0687251	0.0605505	0.0457813	0.0277089	0.0252497	0.0350659	0.0316396	0.028777	0.0198742	0.0112624	0.0072262	4.89E-4	3.106E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Black-crowned Night Heron (<em class="sci">Nycticorax nycticorax</em>)	0.0062521	0.0101449	0.0128446	0.0112114	0.0098165	0.0072713	0.0108254	0.010979	0.0063391	0.0049071	0.0071457	0.0136282	0.0364921	0.046276	0.0625	0.064983	0.0580758	0.06044	0.0743204	0.0877381	0.1189661	0.1381631	0.1488796	0.1511007	0.1644483	0.1836834	0.1316147	0.1235241	0.0895976	0.0896414	0.0801223	0.0618615	0.0531651	0.056906	0.0602017	0.0626181	0.0592579	0.0612636	0.0398386	0.036687	0.0168704	0.0121118	0.0131796	0.007259	0.0081338	0.0062082	0.0066225	0.0054414	
Yellow-crowned/Black-crowned Night Heron (<em class="sci">Nyctanassa violacea/Nycticorax nycticorax</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	1.462E-4	8.21E-5	0.0	3.114E-4	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.892E-4	0.0	0.0	1.552E-4	0.0	9.47E-5	1.823E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Blue Heron (<em class="sci">Egretta caerulea</em>)	0.0028726	5.797E-4	3.133E-4	2.734E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024576	0.0138317	0.041621	0.0545743	0.0625709	0.0548105	0.0439962	0.0460705	0.0582238	0.0725631	0.0886778	0.0812761	0.0697131	0.0751395	0.1001466	0.0805066	0.0935513	0.0820046	0.1025896	0.1082569	0.0734014	0.06533	0.0646316	0.0777347	0.068096	0.0549034	0.0277145	0.0248781	0.0145636	0.0061125	0.0074534	0.0032949	0.0026132	0.003615	0.0033429	6.307E-4	0.0012092	
Tricolored Heron (<em class="sci">Egretta tricolor</em>)	0.0035485	0.0072464	0.0081454	0.0041017	0.0029876	0.0019135	6.766E-4	0.0032022	0.001981	0.002103	0.0011909	0.0049151	0.0144202	0.0323111	0.0391757	0.0479569	0.0376676	0.0414383	0.0447565	0.0411859	0.0476487	0.0597783	0.0569692	0.0573716	0.060541	0.0835369	0.0655812	0.0723585	0.0584662	0.065073	0.0807339	0.0628074	0.0403244	0.0491803	0.0595811	0.0500567	0.0468573	0.0353724	0.0184065	0.0132296	0.0070905	0.0031056	0.001318	0.0017422	0.0013556	0.0023878	6.307E-4	0.0012092	
Reddish Egret (<em class="sci">Egretta rufescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0134557	0.0124858	0.0	0.0022612	0.0052754	5.667E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret (<em class="sci">Egretta thula</em>)	0.0030416	0.0023188	0.0018797	0.0016407	0.0	0.0	3.383E-4	9.149E-4	0.0015	0.0017525	0.0023819	0.0352994	0.1233078	0.2174151	0.2524909	0.2429058	0.2418659	0.2234159	0.2753552	0.2919238	0.289318	0.3048298	0.3042157	0.308539	0.297982	0.3678554	0.312076	0.3390857	0.3321944	0.3227092	0.3388379	0.29493	0.2939851	0.2664406	0.2615981	0.2421609	0.2160167	0.179597	0.1420407	0.1077265	0.0577017	0.0270186	0.0217463	0.0090012	0.0058744	0.0023878	0.0025229	0.0033253	
Snowy x Little Egret (hybrid) (<em class="sci">Egretta thula x garzetta</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Egretta sp. (<em class="sci">Egretta sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green Heron (<em class="sci">Butorides virescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014715	0.0062979	0.0199275	0.0461124	0.0853644	0.0794416	0.0973146	0.0984706	0.0881345	0.0969913	0.1010254	0.1017345	0.1099184	0.1275037	0.1221167	0.1232213	0.118451	0.0976096	0.1198777	0.1163451	0.1193963	0.1134351	0.081924	0.0550623	0.0296289	0.019783	0.010506	0.0093385	0.0026895	9.317E-4	0.0016474	0.0015	9.038E-4	0.0	0.0	0.0	
Western Cattle-Egret (<em class="sci">Ardea ibis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.94E-4	0.0024576	0.0132431	0.0106791	0.0063406	0.011067	0.0110787	0.0051889	0.0022173	0.0033539	0.0018686	0.0035629	0.0022788	0.003002	8.587E-4	0.0029311	0.0027137	9.083E-4	7.593E-4	0.002656	9.174E-4	0.0017026	4.506E-4	9.422E-4	7.758E-4	0.0011334	8.52E-4	0.001094	0.0025214	0.0135631	0.0144254	0.0046584	0.0039539	0.0023229	0.0	0.0	0.0	0.0	
Great Egret (<em class="sci">Ardea alba</em>)	0.0802636	0.0823188	0.075188	0.0478534	0.0367051	0.0306162	0.0324763	0.0526075	0.0507132	0.0553803	0.092497	0.1747096	0.2757504	0.3469332	0.3317482	0.2958286	0.3018076	0.2652196	0.33514	0.3639657	0.3715353	0.3863816	0.3953665	0.3772515	0.379562	0.4132877	0.3848937	0.3941871	0.364085	0.3363214	0.3449541	0.3178207	0.319216	0.3195779	0.3635376	0.3580468	0.3541272	0.3510803	0.3259371	0.2862702	0.1948655	0.1574534	0.1538715	0.1431475	0.1211026	0.1193887	0.0908231	0.0900846	
Great Blue Heron (<em class="sci">Ardea herodias</em>)	0.1890842	0.1895652	0.1854637	0.1780148	0.1502347	0.1393035	0.1414073	0.1500457	0.1208399	0.1366982	0.1321953	0.1378463	0.1088876	0.1150055	0.0899004	0.0787457	0.0753353	0.0548125	0.0551039	0.0584921	0.0479601	0.0684877	0.0687429	0.0890594	0.1300988	0.1744016	0.1709634	0.196488	0.1993166	0.1782869	0.195107	0.202989	0.2311331	0.2647447	0.271218	0.2740839	0.2900417	0.3085058	0.2927383	0.3119511	0.2635697	0.2748447	0.27743	0.260453	0.2512427	0.2340019	0.2488174	0.2243047	
heron sp. (<em class="sci">Ardeidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	6.766E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.264E-4	1.419E-4	0.0	1.462E-4	3.285E-4	2.683E-4	0.0	3.959E-4	3.798E-4	0.0	8.587E-4	4.885E-4	9.046E-4	9.083E-4	7.593E-4	3.32E-4	6.116E-4	9.459E-4	6.758E-4	0.0015074	0.0010861	0.0013223	0.0015146	8.205E-4	6.724E-4	0.0010006	2.445E-4	0.0	0.0	5.807E-4	4.519E-4	0.0	3.154E-4	0.0	
white egret sp. (<em class="sci">Egretta/Ardea sp.</em>)	0.0	0.0	0.0	0.0	0.0	3.827E-4	0.0	0.0	0.0	0.0	0.0	4.468E-4	0.0014715	2.738E-4	2.264E-4	0.0	8.163E-4	6.578E-4	4.106E-4	1.342E-4	3.114E-4	0.0019794	3.798E-4	3.336E-4	0.0017175	0.0	0.0013569	9.083E-4	3.797E-4	6.64E-4	3.058E-4	3.784E-4	0.0013517	0.0011306	0.0012413	9.445E-4	9.466E-4	0.0015498	0.0010926	3.335E-4	0.0	0.0	0.0	2.904E-4	0.0	0.0	0.0	3.023E-4	
American White Pelican (<em class="sci">Pelecanus erythrorhynchos</em>)	1.69E-4	0.0130435	3.133E-4	0.0	0.0	0.0	3.383E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.738E-4	2.264E-4	0.0	8.163E-4	7.31E-5	0.0	1.342E-4	0.0	0.0	0.0	0.0	0.0	4.885E-4	0.0	0.0	0.0	6.64E-4	0.0036697	7.567E-4	0.0015	0.0	0.0017067	0.0	0.0	0.0	0.0	1.112E-4	0.006357	0.0012422	0.0	0.0014518	4.519E-4	0.0	0.0	0.0	
Brown Pelican (<em class="sci">Pelecanus occidentalis</em>)	0.0011828	5.797E-4	0.0	5.469E-4	0.0	0.0	0.0	0.0	0.0011886	3.505E-4	3.97E-4	0.0029044	0.0038258	0.0104053	0.0092844	0.007378	0.0104956	0.0081123	0.0184775	0.0347464	0.0395515	0.0621536	0.0657045	0.0673783	0.0858738	0.0947728	0.1139756	0.0999092	0.1009871	0.0853254	0.0801223	0.0667802	0.0689344	0.0614283	0.0499612	0.0476011	0.0528209	0.0459477	0.0327786	0.0408004	0.0493888	0.0381988	0.014827	0.0092915	0.0045188	0.0033429	0.0025229	9.069E-4	
Black Vulture (<em class="sci">Coragyps atratus</em>)	0.119635	0.1228986	0.1077694	0.1211375	0.1297482	0.1243781	0.1447903	0.1427264	0.1533281	0.1840168	0.1881699	0.155496	0.1895232	0.1826396	0.1795743	0.1774972	0.1286297	0.1097712	0.1199803	0.1235578	0.1083775	0.1171813	0.0782378	0.0843896	0.0828682	0.0762091	0.0791497	0.0775053	0.0846621	0.0853254	0.0929664	0.1176693	0.1398964	0.1465988	0.1827773	0.1549868	0.1643317	0.1728508	0.1907043	0.1945525	0.2036675	0.215528	0.2448105	0.2183508	0.2327158	0.1690544	0.1488489	0.1215236	
Turkey Vulture (<em class="sci">Cathartes aura</em>)	0.2710375	0.2892754	0.2650376	0.2961444	0.2923602	0.2732491	0.3163058	0.3348582	0.3827258	0.3876621	0.4156411	0.3956658	0.4276045	0.4282585	0.4300272	0.4013905	0.3092711	0.273478	0.2811037	0.2881674	0.253815	0.2573238	0.2047095	0.2134757	0.2009446	0.1866146	0.1736771	0.1925522	0.1864085	0.2121514	0.2253823	0.2784714	0.2897049	0.3167515	0.369744	0.3418965	0.3827149	0.4042301	0.4514204	0.4108949	0.4061125	0.4108696	0.4718287	0.4256678	0.4365115	0.3729704	0.3377483	0.2983676	
new world vulture sp. (<em class="sci">Cathartidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.943E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Osprey (<em class="sci">Pandion haliaetus</em>)	0.0033795	8.696E-4	9.398E-4	2.734E-4	0.0	3.827E-4	3.383E-4	4.575E-4	3.962E-4	0.0252366	0.163557	0.3708668	0.5061801	0.5503834	0.5287591	0.4909194	0.4649563	0.4192063	0.5002053	0.5355514	0.5783245	0.6005542	0.5689328	0.5760507	0.5800773	0.5989253	0.6173677	0.626703	0.6249051	0.6215139	0.6486239	0.6365872	0.6116242	0.6159789	0.6395656	0.5913298	0.5415562	0.4582004	0.3657758	0.257254	0.1256724	0.0549689	0.0359143	0.0119048	0.0049706	0.0015	6.307E-4	0.0	
Swallow-tailed Kite (<em class="sci">Elanoides forficatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.468E-4	8.829E-4	0.0019168	0.002038	0.0032633	0.002449	0.003508	0.0082122	0.0016099	0.0018686	0.0015835	0.0	0.0	0.0	0.0019541	9.046E-4	0.0	0.0	0.0036521	0.0015	1.892E-4	0.0020275	5.653E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle (<em class="sci">Aquila chrysaetos</em>)	0.0	0.0015	0.0	2.734E-4	0.0	7.654E-4	0.0015	9.149E-4	3.962E-4	0.0	0.0	0.0015	0.0015	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	8.52E-4	0.0059258	0.008741	0.0283491	0.0281174	0.0204969	0.0270181	0.0098722	4.519E-4	0.0014327	0.0	0.0015	
Sharp-shinned Hawk (<em class="sci">Accipiter striatus</em>)	0.0574518	0.0513043	0.0510652	0.0437517	0.0452411	0.032147	0.0382273	0.0388838	0.0515055	0.043463	0.0424772	0.0375335	0.0335491	0.0325849	0.0285326	0.0211407	0.008863	0.0063583	8.21E-5	1.342E-4	9.343E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.174E-4	0.0030269	0.0410002	0.1119276	0.3017843	0.3434076	0.3690837	0.4074209	0.434947	0.406448	0.3266504	0.3130435	0.3097199	0.245935	0.1513782	0.0993314	0.0955535	0.0622733	
Cooper's Hawk (<em class="sci">Astur cooperii</em>)	0.0868537	0.084058	0.0733083	0.068362	0.0670081	0.0570226	0.0652909	0.0690759	0.0610143	0.062741	0.0603414	0.0513852	0.059741	0.0492881	0.0475543	0.0448354	0.0326531	0.0244829	0.0203663	0.0209284	0.0140143	0.0265241	0.016711	0.0116744	0.0111636	0.012213	0.0108548	0.0166515	0.0254366	0.0401726	0.0657492	0.0822928	0.1360667	0.1722254	0.2659426	0.2929732	0.3518554	0.4026803	0.413767	0.3567538	0.2894866	0.2726708	0.2708402	0.2311266	0.1965657	0.135148	0.1274046	0.098549	
Sharp-shinned/Cooper's Hawk (<em class="sci">Accipiter striatus/Astur cooperii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.505E-4	3.97E-4	2.234E-4	2.943E-4	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.253E-4	1.884E-4	6.206E-4	1.889E-4	7.573E-4	8.205E-4	6.724E-4	3.335E-4	2.445E-4	6.211E-4	0.0	2.904E-4	0.0	0.0	0.0015	0.0	
American Goshawk (<em class="sci">Astur atricapillus</em>)	8.449E-4	0.0017391	0.002193	0.0019141	0.0015	3.827E-4	0.0015	0.0	0.0015848	7.01E-4	0.0	2.234E-4	0.0	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0011767	0.0041134	0.0041565	0.0096273	0.0158155	0.0095819	0.003615	0.0057307	0.0012614	0.0015115	
Accipitrine hawk sp. (former Accipiter sp.) (<em class="sci">Aerospiza/Tachyspiza/Accipiter/Astur sp.</em>)	0.0020277	0.0049275	0.0025063	0.002461	0.0017072	0.0011481	0.0020298	0.0027447	0.001981	0.0031546	0.0023819	0.0020107	0.00206	8.215E-4	0.002038	0.0017026	0.0012828	5.116E-4	0.0010676	4.025E-4	0.0	0.0	0.0011394	0.0	0.0	0.0	0.0	0.0	3.797E-4	0.0	6.116E-4	1.892E-4	0.0029286	0.0041455	0.0091544	0.0102002	0.0084248	0.0097548	0.0117667	0.0076709	0.005868	0.0059006	0.0056013	0.0052265	0.0054225	0.0052531	0.0050457	0.0048368	
Northern Harrier (<em class="sci">Circus hudsonius</em>)	0.084488	0.0942029	0.1137218	0.1036369	0.0947503	0.0849598	0.0740866	0.0855444	0.0828051	0.0736067	0.0853513	0.0790885	0.08299	0.0763965	0.0446105	0.026958	0.0194752	0.0135935	0.0087049	0.0055004	0.0024914	0.0043547	0.001899	0.0033356	8.587E-4	4.885E-4	4.523E-4	0.0018165	0.0022779	0.002324	0.0051988	0.0174045	0.0524893	0.0772565	0.1328161	0.1568757	0.1537296	0.2091348	0.2497899	0.2645914	0.2217604	0.2347826	0.2260297	0.1626016	0.1143244	0.1074499	0.0971302	0.1091294	
Bald Eagle (<em class="sci">Haliaeetus leucocephalus</em>)	0.1257181	0.1330435	0.1253133	0.1279737	0.1173709	0.1182549	0.1234777	0.1427264	0.1477813	0.1566772	0.1591902	0.1541555	0.1671572	0.1519715	0.1379076	0.1217367	0.0866472	0.0767376	0.0867209	0.0711028	0.0579259	0.0518606	0.046335	0.0466978	0.0416488	0.0464094	0.0375396	0.0460188	0.0645406	0.059429	0.087156	0.135263	0.1813472	0.2210288	0.2744763	0.2587835	0.2739493	0.2940104	0.3145066	0.2867148	0.2462103	0.2630435	0.2385502	0.2151568	0.1712607	0.1427889	0.1368653	0.1115478	
Mississippi Kite (<em class="sci">Ictinia mississippiensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033819	0.0103048	0.026936	0.0390394	0.0186858	0.0213777	0.0075959	0.0026684	8.587E-4	0.0019541	0.0013569	0.0015	0.0	0.0	9.174E-4	0.0013243	0.0033791	0.0	0.0015516	0.0012278	5.68E-4	0.0013675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Harris's Hawk (<em class="sci">Parabuteo unicinctus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-winged Hawk (<em class="sci">Buteo platypterus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104053	0.0307971	0.0336266	0.0230904	0.0187824	0.0215981	0.0211967	0.0115229	0.0162312	0.0045575	0.0043362	0.0021468	0.0019541	0.0027137	0.002422	0.0026576	0.0073041	0.0146789	0.0261067	0.0428024	0.0514415	0.0993018	0.1028523	0.1096176	0.0945392	0.0807699	0.056587	0.0442543	0.0304348	0.0105437	0.0037747	9.038E-4	0.0019102	0.0	0.0	
Red-shouldered Hawk (<em class="sci">Buteo lineatus</em>)	0.0834741	0.0782609	0.0617168	0.0705496	0.0648741	0.0558745	0.0426252	0.058097	0.0471474	0.044164	0.0365224	0.0225648	0.023249	0.0136911	0.0140399	0.0096481	0.0057143	0.0083315	0.0053379	0.004293	0.0034257	0.0019794	0.0037979	0.0026684	0.0025762	0.0039082	0.0022614	3.028E-4	3.797E-4	0.001328	0.0021407	0.0035944	0.0092363	0.0101752	0.0155159	0.0173782	0.0243279	0.0411159	0.0666499	0.0928293	0.1110024	0.1611801	0.170346	0.1530197	0.1513782	0.1141356	0.1040681	0.0795042	
Zone-tailed Hawk (<em class="sci">Buteo albonotatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Hawk (<em class="sci">Buteo swainsoni</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031032	0.0	0.0030292	0.0	0.0020171	0.0046693	0.0136919	0.0186335	0.014168	0.0046458	4.519E-4	0.0	0.0	0.0	
Red-tailed Hawk (<em class="sci">Buteo jamaicensis</em>)	0.0959784	0.1118841	0.1036967	0.1099262	0.1075544	0.1025641	0.1129905	0.1225984	0.1152932	0.1216264	0.1222707	0.1150581	0.1262507	0.1180175	0.111413	0.1096765	0.0781341	0.0746181	0.0631518	0.0582238	0.0516973	0.0601742	0.0394987	0.0356905	0.0416488	0.0385931	0.039801	0.0342113	0.0353075	0.0375166	0.0360856	0.0507	0.0795224	0.0755606	0.1034911	0.0935021	0.1003408	0.1303674	0.1734745	0.1969983	0.203423	0.2537267	0.2803954	0.2296748	0.1952101	0.1542502	0.1674551	0.1215236	
Rough-legged Hawk (<em class="sci">Buteo lagopus</em>)	5.069E-4	2.899E-4	3.133E-4	8.203E-4	8.536E-4	0.0	0.0013532	0.0015	0.0027734	0.0010515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.558E-4	0.0068079	0.0015564	0.001956	3.106E-4	0.0	0.0	0.0	0.0014327	0.0015768	3.023E-4	
Buteo sp. (<em class="sci">Buteo sp.</em>)	0.0	2.899E-4	6.266E-4	0.0	4.268E-4	3.827E-4	0.0	4.575E-4	0.0	7.01E-4	0.0	0.0	0.0	0.0	0.0	1.419E-4	0.0	7.31E-5	0.0	1.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32E-4	0.0	1.892E-4	0.0	0.0	3.103E-4	0.0	1.893E-4	9.12E-5	4.202E-4	4.447E-4	7.335E-4	0.0	3.295E-4	0.0	0.0	0.0	3.154E-4	0.0	
Buteo/eagle sp. (<em class="sci">Buteo/eagle sp.</em>)	0.0	0.0	0.0	0.0	0.0	3.827E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hawk sp. (<em class="sci">Accipitridae sp. (hawk sp.)</em>)	1.69E-4	0.0	0.0	0.0	4.268E-4	3.827E-4	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31E-5	1.642E-4	0.0	3.114E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32E-4	0.0	0.0	2.253E-4	5.653E-4	1.552E-4	3.778E-4	9.47E-5	9.12E-5	1.681E-4	3.335E-4	0.0	6.211E-4	0.0	0.0	0.0	4.776E-4	0.0	0.0	
eagle sp. (<em class="sci">Accipitridae sp. (eagle sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.445E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Barn Owl (<em class="sci">Tyto furcata</em>)	0.0	2.899E-4	9.398E-4	0.0	0.0	0.0	3.383E-4	0.0018298	3.962E-4	0.0015	0.0	0.0	2.943E-4	0.0	0.0	2.838E-4	0.0010496	0.0010963	8.21E-5	6.708E-4	0.0018686	0.0019794	0.0	0.0	4.294E-4	0.0024426	0.0	3.028E-4	3.797E-4	0.0	6.116E-4	3.784E-4	0.0	1.884E-4	1.552E-4	2.833E-4	0.0011359	0.0017322	9.245E-4	0.0018899	0.0022005	0.002795	6.59E-4	0.0017422	0.0	0.0	3.154E-4	9.069E-4	
Eastern Screech-Owl (<em class="sci">Megascops asio</em>)	0.0030416	0.0026087	0.0031328	0.0032814	0.0034144	0.0026789	0.0020298	0.0036597	0.0015848	0.002103	0.0019849	0.0029044	0.00206	0.0021906	0.0031703	0.0019864	0.0047813	0.0062121	0.0018888	0.0032197	0.0034257	0.0043547	0.001899	0.0036691	8.587E-4	9.77E-4	0.0018091	0.0042386	0.0045558	0.0039841	0.0039755	0.0039728	0.0022528	0.0032033	0.002948	0.0030223	0.0021772	0.001641	0.0010926	0.0018899	0.0017115	9.317E-4	0.0019769	0.0034843	0.0013556	0.0071633	0.0173447	0.0063482	
Snowy Owl (<em class="sci">Bubo scandiacus</em>)	0.0045624	0.0113043	0.0081454	0.005469	8.536E-4	0.0057405	0.0	0.0	0.0	7.01E-4	0.0015	0.0011171	2.943E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.807E-4	0.0122006	0.0028653	0.0069379	0.0060459	
Great Horned Owl (<em class="sci">Bubo virginianus</em>)	0.0175735	0.0211594	0.0238095	0.021329	0.0247546	0.0118638	0.017253	0.0219579	0.0170365	0.0133193	0.0138944	0.0096068	0.016186	0.0109529	0.0101902	0.0133371	0.0072303	0.0119857	0.0031206	0.0038905	0.00654	0.0075218	0.0045575	0.006004	0.0030056	0.0039082	0.0022614	0.0039358	0.0045558	0.0049801	0.004893	0.0102157	0.0087858	0.0097984	0.0091544	0.0092558	0.0098448	0.0105753	0.0073962	0.0134519	0.0217604	0.021118	0.0171334	0.0188734	0.0203344	0.0210124	0.042258	0.0247884	
Barred Owl (<em class="sci">Strix varia</em>)	0.0030416	0.0034783	0.0056391	0.002461	0.0017072	0.003827	0.0047361	0.0041171	0.0047544	0.0031546	0.0039698	0.0053619	0.0073573	0.004655	0.0047554	0.0051078	0.0081633	0.0121318	0.0041061	0.0034881	0.0031143	0.0043547	0.0045575	0.0026684	0.0012881	9.77E-4	0.003166	0.0021193	0.0037965	0.002988	0.0021407	0.0035944	0.0027033	0.0064066	0.0046548	0.0039668	0.0040704	0.0042848	0.0036981	0.003224	0.005379	0.0040373	0.0039539	0.0037747	0.0027113	0.0023878	0.0069379	0.0027207	
Long-eared Owl (<em class="sci">Asio otus</em>)	0.0	0.0011594	0.0	0.0015	0.0	0.0	0.0023681	9.149E-4	0.0	0.0	7.94E-4	2.234E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4E-5	0.0044469	0.0022005	0.0024845	0.0032949	0.0046458	0.0013556	4.776E-4	0.0012614	3.023E-4	
