









Frequency of observations in the selected location(s).:
Number of taxa: 	604

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Thick-billed Murre (<em class="sci">Uria lomvia</em>)	3.38E-4	8.696E-4	0.0	0.0	0.0	0.0	0.0	4.575E-4	0.003962	0.0010515	0.0011909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.711E-4	0.0	0.0	0.0	6.046E-4	
Common Murre (<em class="sci">Uria aalge</em>)	0.0	2.899E-4	6.266E-4	5.469E-4	0.0034144	3.827E-4	0.0020298	0.0018298	0.0	0.0	7.94E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.046E-4	
Thick-billed/Common Murre (<em class="sci">Uria lomvia/aalge</em>)	1.69E-4	2.899E-4	0.0	0.0	8.536E-4	0.0	6.766E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
large alcid sp. (<em class="sci">Alca/Uria sp.</em>)	0.0010139	0.0043478	0.0028195	0.0027345	0.004268	3.827E-4	0.0040595	0.0036597	0.0011886	0.0	0.0011909	8.937E-4	2.943E-4	0.0	0.0	1.419E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.904E-4	0.0	0.0	0.0047304	0.0048368	
alcid sp. (<em class="sci">Alcidae sp.</em>)	1.69E-4	0.0	0.0	0.0	0.0	0.0	3.383E-4	0.0	0.0	0.0	3.97E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	
Little Gull (<em class="sci">Hydrocoloeus minutus</em>)	3.38E-4	0.0031884	0.0	0.0015	0.0	3.827E-4	3.383E-4	0.0096066	0.0015	3.505E-4	0.0011909	0.0022341	2.943E-4	2.738E-4	2.264E-4	5.675E-4	0.0010496	1.462E-4	0.0	0.0	0.0	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552E-4	1.889E-4	0.0	3.647E-4	0.0	0.0	0.0	3.106E-4	9.885E-4	0.0011614	0.0	0.0	0.0015768	3.023E-4	
Black-legged Kittiwake (<em class="sci">Rissa tridactyla</em>)	3.38E-4	0.0023188	0.0018797	0.0016407	0.0051216	0.0	3.383E-4	4.575E-4	0.0	0.0	0.0011909	2.234E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.212E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.889E-4	1.893E-4	4.558E-4	0.0010926	0.0034464	0.0031785	0.0040373	0.0069193	0.0078397	0.0031631	0.0052531	0.004415	0.0051391	
Sabine's Gull (<em class="sci">Xema sabini</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0178504	0.0010007	0.0	0.0	0.0036183	0.0	0.0	3.32E-4	3.058E-4	0.0	0.0	0.0	1.552E-4	0.0	0.0	9.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bonaparte's Gull (<em class="sci">Chroicocephalus philadelphia</em>)	0.070294	0.0866667	0.0808271	0.0773858	0.0746906	0.0463069	0.058525	0.0814273	0.0935024	0.1058535	0.1095673	0.0929401	0.0847557	0.046276	0.0350996	0.0334847	0.0403499	0.0371994	0.0281679	0.0272337	0.0118343	0.0039588	7.596E-4	0.0020013	0.0021468	4.885E-4	4.523E-4	0.001211	0.001139	3.32E-4	0.0015	9.459E-4	0.002478	0.0024496	0.0012413	0.0022667	0.0027452	0.0062905	0.0151286	0.0339077	0.0650367	0.0916149	0.0675453	0.0499419	0.03615	0.0515759	0.0529801	0.0640871	
Black-headed Gull (<em class="sci">Chroicocephalus ridibundus</em>)	0.0060831	0.0049275	0.0065789	0.0125786	0.0098165	0.0080367	0.0094723	0.0228728	0.0138669	0.0161234	0.0170703	0.0151921	0.0047087	0.0016429	0.0	1.419E-4	3.499E-4	2.193E-4	3.285E-4	0.0038905	3.114E-4	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47E-5	0.0	0.0	4.447E-4	0.0	0.0	0.0042834	0.0014518	0.0018075	0.0014327	0.0012614	0.0024184	
Laughing Gull (<em class="sci">Leucophaeus atricilla</em>)	3.38E-4	0.0	0.0	2.734E-4	0.0	7.654E-4	3.383E-4	0.0054895	0.0091125	0.0546793	0.0976578	0.2216265	0.4161271	0.5865279	0.6884058	0.6952327	0.6962099	0.6304904	0.7076456	0.7456399	0.7664279	0.7874109	0.818458	0.8388926	0.8518678	0.8744504	0.8928087	0.8840448	0.8701595	0.8466135	0.8293578	0.7185017	0.6422618	0.5541737	0.5002327	0.4597658	0.3686104	0.3246422	0.2561775	0.2305725	0.1797066	0.1807453	0.109061	0.0752033	0.046995	0.0367717	0.0119836	0.0036276	
Franklin's Gull (<em class="sci">Leucophaeus pipixcan</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.229E-4	0.0031671	0.0110141	0.0083389	0.0	0.0	0.0013569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.833E-4	0.0	0.0	9.245E-4	0.0011117	0.001956	0.0177019	0.0023064	5.807E-4	0.0	0.0	0.0	0.0	
Laughing/Franklin's Gull (<em class="sci">Leucophaeus atricilla/pipixcan</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Heermann's Gull (<em class="sci">Larus heermanni</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131473	0.0031143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-billed Gull (<em class="sci">Larus delawarensis</em>)	0.2664752	0.2855072	0.2979323	0.2682527	0.2829706	0.2365098	0.2381597	0.2936871	0.3201268	0.3322818	0.2635967	0.2247542	0.198352	0.1593647	0.1245471	0.1142168	0.0709038	0.0617555	0.0418822	0.0401127	0.0323887	0.0281077	0.0383593	0.0416945	0.0468012	0.0679043	0.0945274	0.122313	0.1450266	0.1497344	0.1556575	0.133182	0.1214237	0.1360467	0.1294026	0.1382697	0.1468194	0.1753122	0.2196167	0.2618121	0.308313	0.3468944	0.323229	0.3269454	0.3063714	0.3018147	0.3099968	0.2938331	
American Herring Gull (<em class="sci">Larus smithsonianus</em>)	0.4374789	0.4536232	0.4884085	0.4427126	0.4238156	0.4029851	0.3937754	0.452882	0.4631537	0.4893095	0.4771735	0.4466041	0.4614479	0.4323658	0.4021739	0.3660613	0.3372595	0.2927721	0.3449947	0.3822109	0.3827468	0.3966746	0.4398025	0.4322882	0.4220696	0.4626282	0.4473089	0.4532243	0.4377373	0.4455511	0.4752294	0.4390844	0.4169858	0.4107782	0.4026377	0.4251983	0.4221886	0.4325827	0.4652042	0.4996109	0.5278729	0.4888199	0.4609555	0.482288	0.4550384	0.4665712	0.452854	0.4398428	
Great Black-backed Gull (<em class="sci">Larus marinus</em>)	0.2777966	0.3	0.3126566	0.2655182	0.2654716	0.2476081	0.2225981	0.2936871	0.2979398	0.3554154	0.3461691	0.325067	0.3243084	0.2910734	0.2737772	0.2282917	0.219242	0.211211	0.2581917	0.3006439	0.3210838	0.3780681	0.4082795	0.3695797	0.3542293	0.4093796	0.4260516	0.4217378	0.4187547	0.4289509	0.448318	0.3912221	0.3732823	0.3706425	0.3487975	0.3625803	0.3421053	0.3553651	0.3781308	0.4222346	0.4371638	0.4201863	0.3719934	0.3890825	0.3289652	0.3309456	0.2992747	0.2998791	
American Herring x Great Black-backed Gull (hybrid) (<em class="sci">Larus smithsonianus x marinus</em>)	3.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.575E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glaucous Gull (<em class="sci">Larus hyperboreus</em>)	3.38E-4	2.899E-4	0.0015664	0.0021876	0.0	0.0019135	3.383E-4	0.0036597	0.0023772	0.0010515	0.0015879	0.0022341	8.829E-4	0.0013691	0.0015	0.0	3.499E-4	3.654E-4	4.106E-4	0.0	0.0015571	0.0019794	0.0037979	0.006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4E-5	0.0	0.0	3.106E-4	3.295E-4	0.0011614	0.0	0.0	0.0	3.023E-4	
American Herring x Glaucous Gull (hybrid) (<em class="sci">Larus smithsonianus x hyperboreus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.943E-4	2.738E-4	0.0	1.419E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Black-backed Gull (<em class="sci">Larus fuscus</em>)	0.0265292	0.0205797	0.0206767	0.0218759	0.0162185	0.0176043	0.017253	0.0315645	0.0602219	0.0778128	0.0643112	0.0728329	0.0735727	0.0648959	0.0452899	0.0387344	0.0305539	0.0323029	0.0326024	0.0312584	0.0367487	0.0364212	0.0565894	0.054036	0.0528124	0.0791402	0.0931705	0.1020285	0.1138952	0.1175299	0.1070336	0.0881574	0.0919126	0.0957226	0.0940264	0.1235361	0.1121734	0.122983	0.1457388	0.1515286	0.1444988	0.131677	0.1202636	0.1059814	0.075915	0.0620821	0.047619	0.0247884	
American Herring x Lesser Black-backed Gull (hybrid) (<em class="sci">Larus smithsonianus x fuscus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.234E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.889E-4	0.0	0.0	8.4E-5	2.223E-4	0.0	6.211E-4	0.0	0.0	0.0	0.0	3.154E-4	0.0	
Herring complex/Lesser Black-backed Gull (<em class="sci">Larus smithsonianus/vegae/mongolicus/argentatus/fuscus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.419E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
California Gull (<em class="sci">Larus californicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.702E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.735E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Iceland Gull (<em class="sci">Larus glaucoides</em>)	0.0062521	0.0031884	0.0059524	0.0051955	0.0068289	0.0022962	0.0094723	0.0086917	0.0091125	0.0122678	0.0107185	0.0069258	0.0105945	0.0115005	0.0038496	0.0028377	0.0066472	0.0028503	0.0042703	9.391E-4	0.0	0.0	0.0	3.336E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89E-4	0.0034161	6.59E-4	0.0098722	0.0027113	0.004298	0.0022075	0.0036276	
white-winged gull sp. (<em class="sci">Larus sp. (white-winged gull sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.943E-4	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Larus sp. (<em class="sci">Larus sp.</em>)	8.449E-4	8.696E-4	0.0015664	0.0027345	4.268E-4	7.654E-4	0.0020298	0.0027447	0.001981	0.0017525	7.94E-4	0.0029044	0.0011772	0.003012	9.058E-4	0.001277	0.0011662	0.0013155	9.033E-4	0.0018782	0.0018686	0.0023753	0.0015192	0.0016678	0.0025762	4.885E-4	0.0013569	0.002422	0.0015186	0.002988	0.0033639	0.0017026	0.0022528	0.0020727	0.0023274	0.0032112	0.0017986	0.0024615	0.003446	0.0043357	0.0041565	0.0031056	0.0023064	0.0017422	4.519E-4	0.0047755	0.0034689	0.0027207	
gull sp. (<em class="sci">Larinae sp.</em>)	0.0121663	0.0136232	0.0156642	0.0125786	0.0149381	0.0145427	0.0121786	0.0265325	0.0245642	0.0168244	0.0166733	0.0243521	0.0208946	0.0145126	0.0081522	0.011067	0.0104956	0.0072353	0.0090334	0.0122082	0.0099657	0.0197941	0.0182302	0.0113409	0.0158866	0.0097704	0.0153777	0.013624	0.0072134	0.0102922	0.0119266	0.0160802	0.0184726	0.0180893	0.0228084	0.0221949	0.0238546	0.024159	0.0266431	0.0281267	0.0232274	0.0186335	0.0164745	0.0220674	0.0162675	0.0219675	0.0141911	0.0181378	
Black Skimmer (<em class="sci">Rynchops niger</em>)	0.0047313	5.797E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.505E-4	0.0015879	0.0	0.0	0.0019168	0.0049819	0.0099319	0.0178426	0.031572	0.0656976	0.1128253	0.161009	0.1642914	0.1773642	0.1701134	0.1545728	0.2002931	0.2103121	0.2095065	0.2084282	0.1557105	0.170948	0.1136966	0.1295337	0.1162615	0.0825446	0.0739516	0.0533889	0.0464035	0.0337872	0.0332407	0.0168704	0.0189441	0.0092257	0.0052265	0.0018075	0.0014327	9.461E-4	0.0036276	
Sooty Tern (<em class="sci">Onychoprion fuscatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.611E-4	1.893E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bridled Tern (<em class="sci">Onychoprion anaethetus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.116E-4	0.0	0.0	0.0	1.552E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sooty/Bridled Tern (<em class="sci">Onychoprion fuscatus/anaethetus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	9.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Tern (<em class="sci">Sternula antillarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.738E-4	0.0024909	0.0202894	0.1334111	0.1780311	0.2586844	0.2770325	0.2821551	0.3024545	0.29624	0.2971981	0.2859596	0.3038593	0.3265491	0.3511959	0.3234624	0.2536521	0.1801223	0.0947787	0.0416761	0.0150744	0.0024825	1.889E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gull-billed Tern (<em class="sci">Gelochelidon nilotica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.738E-4	9.058E-4	0.0026958	0.0041983	0.0063583	0.0041061	0.0076469	0.0133915	0.0114806	0.0102545	0.0073382	0.0141692	0.0161212	0.0162822	0.0208901	0.0182232	0.0146082	0.011315	0.0081347	0.0038297	0.0032033	3.103E-4	1.889E-4	4.733E-4	0.0	0.0	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Caspian Tern (<em class="sci">Hydroprogne caspia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.886E-4	0.0049288	0.0043025	0.0076617	0.0101458	0.0089162	0.0089513	0.0092568	0.0096543	0.0158353	0.0205089	0.0160107	0.0090167	0.0175867	0.0208051	0.0254314	0.0463174	0.0474768	0.0642202	0.0849414	0.0880829	0.0962879	0.0870442	0.0966188	0.1001515	0.0774911	0.0470667	0.0203446	9.78E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern (<em class="sci">Chlidonias niger</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.094E-4	4.665E-4	0.0011693	0.0022173	0.0046955	0.0018686	0.0011876	0.0045575	3.336E-4	4.294E-4	0.0039082	0.0045228	0.0184681	0.0094913	0.0278884	0.0391437	0.0261067	0.0340167	0.0339175	0.002948	0.0024556	2.84E-4	0.0	0.0	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's Tern (<em class="sci">Sterna forsteri</em>)	0.0305847	0.0350725	0.0222431	0.0240634	0.0170721	0.0164562	0.0186062	0.0375114	0.0269414	0.0336488	0.0448591	0.0623324	0.1303708	0.2740964	0.3611866	0.3564132	0.3601166	0.3287291	0.3971422	0.4110545	0.4213641	0.4354711	0.4432207	0.4419613	0.4388149	0.4714216	0.4540932	0.4241599	0.4138193	0.3685259	0.3434251	0.2913356	0.2414958	0.219333	0.1942591	0.2150548	0.1913101	0.1747652	0.1716255	0.1746526	0.1376528	0.1177019	0.0714992	0.0531359	0.0248531	0.0319962	0.0198675	0.0187424	
Arctic Tern (<em class="sci">Sterna paradisaea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	1.462E-4	0.0019709	0.0029514	0.0	0.0	0.0026586	0.0	4.294E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	9.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern (<em class="sci">Sterna hirundo</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476E-4	0.0033967	0.0235528	0.0734694	0.0890887	0.1201445	0.1556211	0.1466833	0.1884402	0.2172427	0.2041361	0.2486046	0.3019052	0.3405699	0.3672419	0.3553531	0.3413015	0.2987768	0.2139614	0.1808966	0.146222	0.0980605	0.0823574	0.0445854	0.0272586	0.0179862	0.0164536	0.008802	0.0024845	0.0016474	2.904E-4	0.0015	4.776E-4	3.154E-4	0.0	
Forster's/Common Tern (<em class="sci">Sterna forsteri/hirundo</em>)	1.69E-4	0.0	0.0	0.0	0.0	3.827E-4	3.383E-4	4.575E-4	3.962E-4	0.0	3.97E-4	0.0	5.886E-4	0.0019168	0.0074728	0.0043984	0.0073469	0.0055543	0.0085407	0.0142206	0.0146372	0.0166271	0.0174706	0.0203469	0.0158866	0.012213	0.0194482	0.0233121	0.0201215	0.0202523	0.0195719	0.0157019	0.0150935	0.0103637	0.0071373	0.0068002	0.006153	0.0058346	0.0032779	0.0033352	0.002445	0.0012422	0.001318	8.711E-4	0.0015	4.776E-4	0.0	3.023E-4	
Common/Arctic Tern (<em class="sci">Sterna hirundo/paradisaea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	7.31E-5	4.106E-4	0.0013416	6.229E-4	0.0	0.0015192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058E-4	0.0	0.0	0.0	0.0	1.889E-4	9.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Roseate Tern (<em class="sci">Sterna dougallii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015607	0.0025656	0.0019733	0.0036955	0.0118057	0.00872	0.0130641	0.0170908	0.0086724	0.0042937	0.0078163	0.0113071	0.0102937	0.0049355	0.0089641	0.0042813	0.0041619	0.004055	0.0032033	0.0010861	5.667E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp. (<em class="sci">Sterna sp.</em>)	0.0	0.0	3.133E-4	0.0	0.0	0.0	0.0	0.0	3.962E-4	0.0	3.97E-4	2.234E-4	0.0011772	0.0013691	0.0011322	0.0022701	0.0038484	0.0036542	0.0050916	0.0079152	0.0071629	0.0106888	0.0174706	0.0066711	0.0103049	0.0141671	0.0194482	0.0175598	0.0098709	0.0126162	0.0125382	0.0109724	0.013066	0.0099868	0.010706	0.0108614	0.0051117	0.0037378	0.0038662	0.0030017	0.0041565	0.0012422	0.0016474	5.807E-4	0.0	0.0	0.0	0.0	
Sandwich Tern (<em class="sci">Thalasseus sandvicensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	0.0	1.642E-4	2.683E-4	0.0	0.0035629	0.0075959	0.0046698	0.0042937	0.0039082	0.0058797	0.0112019	0.0102506	0.0122842	0.0076453	0.0047295	0.0038297	0.001319	6.206E-4	2.833E-4	0.0	2.735E-4	8.4E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Royal Tern (<em class="sci">Thalasseus maximus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.505E-4	7.94E-4	0.0031278	0.0079459	0.0054765	0.0101902	0.0140465	0.0151603	0.0202441	0.0328488	0.0356855	0.050763	0.101346	0.1215344	0.10507	0.1009017	0.1211529	0.1488014	0.2158644	0.2889142	0.314077	0.2938838	0.2652289	0.2680784	0.2464669	0.2252909	0.2420665	0.2205604	0.2095907	0.2037317	0.2132296	0.1643032	0.1232919	0.0425041	0.0223577	0.0031631	0.0019102	6.307E-4	0.0	
large tern sp. (<em class="sci">Hydroprogne/Thalasseus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798E-4	0.0015	0.0	0.0	4.523E-4	0.0	0.0	0.0	0.0	0.0	2.253E-4	3.769E-4	1.552E-4	9.44E-5	1.893E-4	0.0	0.0	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp. (<em class="sci">Sterninae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.943E-4	2.738E-4	0.0	4.257E-4	2.332E-4	4.385E-4	8.21E-5	6.708E-4	6.229E-4	0.0	0.0015192	0.0016678	8.587E-4	0.0	9.046E-4	0.0015138	0.0015186	0.001328	0.0018349	3.784E-4	0.0015769	3.769E-4	0.0010861	0.0010389	4.733E-4	8.205E-4	4.202E-4	4.447E-4	0.0	0.0	3.295E-4	2.904E-4	0.0	0.0	0.0	0.0	
gull/tern sp. (<em class="sci">Laridae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058E-4	0.0	0.0	0.0	1.552E-4	0.0	0.0	9.12E-5	0.0	0.0	2.445E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.023E-4	
Pied-billed Grebe (<em class="sci">Podilymbus podiceps</em>)	0.0373437	0.035942	0.0225564	0.0210555	0.0187793	0.017987	0.014885	0.0215005	0.0194136	0.0147213	0.0178642	0.0142985	0.0164803	0.0136911	0.0070199	0.003689	0.0045481	0.002631	0.0022994	9.391E-4	9.343E-4	0.0	3.798E-4	0.0016678	0.0	4.885E-4	0.0022614	9.083E-4	0.0030372	0.0083001	0.004893	0.0058645	0.0058572	0.0307142	0.0310318	0.0369286	0.0550928	0.0657307	0.0765675	0.0902724	0.0699267	0.0826087	0.0810544	0.0728804	0.05784	0.0625597	0.025544	0.0377872	
Horned Grebe (<em class="sci">Podiceps auritus</em>)	0.0256844	0.04	0.0372807	0.03965	0.0465216	0.0508993	0.050406	0.0585544	0.0661648	0.0718542	0.0635173	0.0417784	0.025309	0.0150602	0.009058	0.0025539	0.0012828	8.039E-4	8.21E-5	5.366E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.647E-4	0.0013448	0.0024458	0.0117359	0.0118012	0.0164745	0.0197445	0.0230456	0.0248329	0.0327972	0.0217654	
Red-necked Grebe (<em class="sci">Podiceps grisegena</em>)	0.0033795	0.0101449	0.0034461	0.0027345	0.0059752	0.0011481	0.0020298	0.0036597	0.0067353	0.0073607	0.0063517	0.0017873	2.943E-4	2.738E-4	6.793E-4	4.257E-4	2.332E-4	1.462E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12E-5	2.521E-4	2.223E-4	0.0026895	0.0034161	0.0023064	0.003194	0.0045188	0.0033429	0.0018921	9.069E-4	
