









Frequency of observations in the selected location(s).:
Number of taxa: 	929

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
longspur sp. (<em class="sci">Calcarius/Rhynchophanes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Snow Bunting (<em class="sci">Plectrophenax nivalis</em>)	0.0194738	0.0194827	0.022826	0.0252621	0.0252618	0.0247931	0.0163261	0.0158433	0.0119067	0.0084036	0.0052542	0.0018078	4.395E-4	1.562E-4	1.92E-5	4.12E-5	0.0	6.7E-6	0.0015	0.0	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.207E-4	0.001884	0.0109537	0.025741	0.0267118	0.0263821	0.024572	0.0182461	0.0190271	0.0176245	0.0191174	
Cassin's Sparrow (<em class="sci">Peucaea cassinii</em>)	5.122E-4	2.538E-4	1.001E-4	3.05E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	1.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.207E-4	0.0011334	3.79E-4	2.474E-4	
Bachman's Sparrow (<em class="sci">Peucaea aestivalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	6.9E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Grasshopper Sparrow (<em class="sci">Ammodramus savannarum</em>)	9.31E-5	2.031E-4	1.001E-4	1.323E-4	1.609E-4	6.63E-5	1.21E-4	0.0	0.0	0.0	1.11E-5	0.0	9.6E-6	1.287E-4	2.208E-4	0.0015436	0.0035152	0.0041124	0.0064362	0.0101182	0.010613	0.0101667	0.0110554	0.0104813	0.0082369	0.0073463	0.0050653	0.0036706	0.0021715	0.001268	5.377E-4	6.32E-4	4.336E-4	2.972E-4	2.628E-4	7.73E-4	6.031E-4	0.0011313	0.0021423	7.687E-4	4.088E-4	7.492E-4	2.101E-4	2.7E-5	6.396E-4	9.848E-4	3.159E-4	1.125E-4	
Chipping Sparrow (<em class="sci">Spizella passerina</em>)	0.0034086	0.0033127	0.0027156	0.0036132	0.003262	0.0024086	0.0018611	0.0020385	0.0022059	0.0028828	0.0037323	0.0121551	0.0628618	0.1474773	0.2589837	0.3369899	0.3549846	0.2990987	0.269023	0.2492265	0.2537176	0.256819	0.2699425	0.2729595	0.2700343	0.2480661	0.2246334	0.1955523	0.165372	0.1440333	0.1315328	0.1055198	0.0892997	0.0838522	0.0903543	0.099735	0.1227366	0.1384344	0.1353277	0.1070278	0.0543753	0.0264024	0.0159308	0.0093813	0.007637	0.0060389	0.0057485	0.0041046	
Clay-colored Sparrow (<em class="sci">Spizella pallida</em>)	4.75E-4	9.012E-4	6.382E-4	4.987E-4	4.388E-4	9.94E-5	9.08E-5	5.16E-5	7.52E-5	1.781E-4	1.666E-4	9.83E-5	9.6E-6	2.76E-5	3.84E-5	2.127E-4	0.0015965	0.0018292	0.0023075	0.0030506	0.0021711	0.0023012	0.0030151	0.0029757	0.0027556	0.0027253	0.0011375	4.43E-4	1.765E-4	5.36E-5	1.041E-4	1.58E-4	8.238E-4	0.0010699	0.0029052	0.0033621	0.0037951	0.0039182	0.0032818	0.0023852	0.0011793	7.655E-4	5.252E-4	3.37E-4	3.198E-4	3.902E-4	9.476E-4	6.41E-4	
Chipping x Clay-colored Sparrow (hybrid) (<em class="sci">Spizella passerina x pallida</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	1.2E-5	1.5E-5	3.39E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Field Sparrow (<em class="sci">Spizella pusilla</em>)	0.0055972	0.0056481	0.0043049	0.0047125	0.0052513	0.00432	0.0040097	0.003148	0.0039731	0.004942	0.0081756	0.0149461	0.0352141	0.0661244	0.0928851	0.1025425	0.0953091	0.0781561	0.0787699	0.0813278	0.0841521	0.0842456	0.0887601	0.0854527	0.0810357	0.0759009	0.0679108	0.0546407	0.0403941	0.0266457	0.0202251	0.018497	0.0193514	0.0198969	0.0234463	0.0288726	0.0387597	0.0590491	0.0671397	0.0536948	0.0259926	0.012851	0.009576	0.0078043	0.0068282	0.0070423	0.0093808	0.0078044	
Clay-colored x Field Sparrow (hybrid) (<em class="sci">Spizella pallida x pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spizella sp. (<em class="sci">Spizella sp.</em>)	0.0	2.54E-5	0.0	1.02E-5	0.0	2.21E-5	0.0	0.0	0.0	1.11E-5	0.0	7.6E-6	4.78E-5	4.6E-5	5.76E-5	3.43E-5	7.7E-5	4.67E-5	6.17E-5	3.61E-5	6.06E-5	6.5E-5	5.51E-5	3.61E-5	4.49E-5	8.46E-5	3.55E-5	1.013E-4	5.3E-5	1.79E-5	1.561E-4	5.64E-5	8.67E-5	1.04E-4	2.336E-4	2.331E-4	3.383E-4	3.725E-4	3.494E-4	2.148E-4	1.258E-4	6.52E-5	3.5E-5	1.078E-4	1.505E-4	0.0015	6.32E-5	2.25E-5	
Lark Sparrow (<em class="sci">Chondestes grammacus</em>)	8.102E-4	8.504E-4	9.511E-4	8.855E-4	0.0010532	3.094E-4	1.816E-4	3.612E-4	1.629E-4	6.68E-5	1.111E-4	1.135E-4	6.69E-5	3.768E-4	0.0	6.9E-6	2.8E-5	2.67E-5	1.389E-4	4.33E-5	0.0	0.0	0.0	0.0	1.647E-4	0.0	7.11E-5	1.899E-4	3.53E-5	9.465E-4	6.071E-4	0.0018847	0.0014597	0.00159	0.0016935	0.0013988	0.0012797	0.0018901	0.001018	7.122E-4	8.019E-4	1.466E-4	2.976E-4	3.774E-4	4.138E-4	5.389E-4	6.001E-4	5.848E-4	
Lark Bunting (<em class="sci">Calamospiza melanocorys</em>)	0.0	0.0015	0.0	0.0	1.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	1.37E-5	0.0	2.47E-4	3.241E-4	0.0	1.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.156E-4	1.04E-4	5.84E-5	2.454E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58E-5	0.0	
American Tree Sparrow (<em class="sci">Spizelloides arborea</em>)	0.1102119	0.110626	0.1174086	0.1352672	0.1362998	0.142251	0.136646	0.108052	0.1022096	0.0862069	0.0786568	0.0675073	0.0549134	0.0390773	0.02211	0.0075945	8.963E-4	1.135E-4	2.32E-5	7.2E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23E-5	1.47E-5	4.001E-4	0.0019144	0.0112363	0.0321881	0.0579028	0.0764854	0.0842432	0.0970242	0.1089784	0.1204814	0.1175948	
Spizella sp./American Tree Sparrow (<em class="sci">Spizella/Spizelloides sp.</em>)	9.3E-6	1.27E-5	1.25E-5	1.02E-5	0.0	7.73E-5	9.08E-5	0.0	1.25E-5	0.0	1.11E-5	7.6E-6	4.78E-5	1.287E-4	7.68E-5	8.92E-5	2.8E-5	2.67E-5	2.32E-5	1.44E-5	1.21E-5	0.0	0.0	0.0	0.0	5.08E-5	0.0	0.0	0.0	0.0	0.0	1.13E-5	1.45E-5	0.0	0.0	2.45E-5	5.88E-5	5.52E-5	4.56E-5	2.374E-4	3.302E-4	1.14E-4	5.25E-5	4.04E-5	1.88E-5	3.72E-5	0.0	0.0	
Fox Sparrow (<em class="sci">Passerella iliaca</em>)	0.0208801	0.0195207	0.0180205	0.0232672	0.0236967	0.0190478	0.0157663	0.0188365	0.0236755	0.0326239	0.0428108	0.049286	0.0554675	0.0441779	0.0235213	0.0079924	8.683E-4	2.737E-4	1.235E-4	3.61E-5	0.0	0.0	1.38E-5	0.0	0.0	3.39E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49E-5	2.92E-5	1.104E-4	5.737E-4	0.0038354	0.0100732	0.0276952	0.0402076	0.0464362	0.0530619	0.0457744	0.0370377	0.0311606	0.034254	0.0253925	
Dark-eyed Junco (<em class="sci">Junco hyemalis</em>)	0.3049686	0.2918084	0.3065362	0.3302087	0.3306272	0.4072744	0.435176	0.2967913	0.2875656	0.2880947	0.2979317	0.3246475	0.3525804	0.3406948	0.2784727	0.173925	0.0941117	0.0673009	0.0577172	0.0606299	0.0626592	0.0692816	0.0746895	0.0754292	0.0797179	0.0715338	0.0648716	0.0535269	0.0443311	0.0378433	0.0357496	0.0325588	0.0297858	0.0310861	0.0393886	0.064543	0.1276348	0.2145774	0.2892522	0.3650001	0.3787876	0.3772721	0.3792934	0.3510716	0.3502502	0.3548255	0.366324	0.3317665	
White-crowned Sparrow (<em class="sci">Zonotrichia leucophrys</em>)	0.0069104	0.0078565	0.0083845	0.0100967	0.0103563	0.0094134	0.0086321	0.0062186	0.0057904	0.0049865	0.0048987	0.0043643	0.0042226	0.0052385	0.007258	0.0193944	0.0940697	0.1033113	0.041758	0.0035699	2.183E-4	1.3E-4	1.38E-5	1.2E-5	0.0	1.69E-5	3.55E-5	5.06E-5	5.3E-5	0.0	3.47E-5	0.0	1.45E-5	2.97E-5	0.0012847	0.0168229	0.0608682	0.0988107	0.0940016	0.0689554	0.0250806	0.0137468	0.0098386	0.0076021	0.0065272	0.0075254	0.0078489	0.0073546	
Golden-crowned Sparrow (<em class="sci">Zonotrichia atricapilla</em>)	4.377E-4	1.777E-4	6.26E-5	1.02E-5	0.0	1.1E-5	1.51E-5	1.29E-5	7.52E-5	4.45E-5	1.11E-5	0.0	9.6E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-5	0.0	0.0	0.0	0.0014355	3.909E-4	0.0	0.0	0.0	2.25E-5	
Harris's Sparrow (<em class="sci">Zonotrichia querula</em>)	8.38E-5	1.396E-4	6.26E-5	1.12E-4	5.85E-5	0.0	1.589E-4	6.45E-5	3.76E-5	1.11E-5	0.0015	2.27E-5	2.388E-4	1.011E-4	4.8E-5	6.9E-6	2.8E-5	7.34E-5	8.49E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.782E-4	4.403E-4	3.746E-4	3.501E-4	1.617E-4	0.0010346	5.76E-4	1.579E-4	2.25E-5	
White-throated Sparrow (<em class="sci">Zonotrichia albicollis</em>)	0.2453644	0.2419785	0.2379457	0.2600712	0.2580891	0.2487819	0.2246843	0.2187488	0.2093073	0.195944	0.2015796	0.2062054	0.2296654	0.2686793	0.3510815	0.4367471	0.4177538	0.2715335	0.1017981	0.0361746	0.0315237	0.0333862	0.0338684	0.0335281	0.0403157	0.0350559	0.0282591	0.0204159	0.0154479	0.0105547	0.0098697	0.009446	0.0132092	0.0229728	0.0839015	0.2183665	0.3732257	0.4311277	0.4459266	0.4221426	0.3656577	0.3224151	0.3095305	0.284634	0.2783567	0.2815972	0.2986845	0.2724349	
Dark-eyed Junco x White-throated Sparrow (hybrid) (<em class="sci">Junco hyemalis x Zonotrichia albicollis</em>)	0.0	0.0	0.0	0.0	0.0	1.1E-5	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	1.38E-5	0.0015	1.13E-5	4.72E-5	4.89E-5	3.5E-5	0.0	0.0	1.86E-5	0.0	1.12E-5	
White-crowned/White-throated Sparrow (<em class="sci">Zonotrichia leucophrys/albicollis</em>)	9.3E-6	2.54E-5	2.5E-5	3.05E-5	5.85E-5	1.105E-4	1.891E-4	2.58E-5	2.51E-5	2.23E-5	2.22E-5	3.78E-5	1.91E-5	5.51E-5	3.84E-5	7.55E-5	6.3E-5	3.34E-5	1.54E-5	1.44E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45E-5	0.0	1.38E-5	1.52E-5	1.13E-5	0.0	1.63E-5	3.5E-5	1.35E-5	3.76E-5	0.0	4.74E-5	5.62E-5	
Zonotrichia sp. (<em class="sci">Zonotrichia sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51E-5	0.0	9.2E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46E-5	0.0	1.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Vesper Sparrow (<em class="sci">Pooecetes gramineus</em>)	1.863E-4	6.346E-4	4.255E-4	5.089E-4	8.338E-4	6.408E-4	3.404E-4	1.548E-4	1.379E-4	1.113E-4	2.333E-4	5.522E-4	0.0046908	0.0093006	0.0091205	0.0042123	0.002997	0.0022965	0.0021608	0.0029496	0.0027412	0.0032762	0.0036209	0.0045901	0.0040436	0.0030299	0.002506	0.0014809	9.887E-4	6.072E-4	3.643E-4	3.95E-4	8.093E-4	5.349E-4	8.322E-4	0.0011043	0.0028537	0.0060705	0.0132183	0.0150798	0.0063684	0.0021826	0.0011379	5.526E-4	5.267E-4	2.973E-4	2.369E-4	1.574E-4	
LeConte's Sparrow (<em class="sci">Ammospiza leconteii</em>)	9.3E-6	1.269E-4	0.0	4.58E-4	0.0	0.0	7.6E-6	0.0	0.0	0.0	0.0015	7.6E-6	0.0	0.0	0.0	0.0015	2.1E-5	0.0015	0.0	7.2E-6	0.0	0.0	0.0	0.0015	7.49E-5	1.69E-5	0.0015	0.0	0.0	1.79E-5	0.0	1.13E-5	0.0	0.0	0.0	1.23E-5	8.83E-5	1.518E-4	9.12E-5	3.504E-4	1.57E-5	2.117E-4	8.403E-4	2.022E-4	4.138E-4	1.672E-4	7.265E-4	1.687E-4	
Seaside Sparrow (<em class="sci">Ammospiza maritima</em>)	6.52E-5	6.35E-5	1.25E-5	4.07E-5	1.024E-4	7.73E-5	7.6E-6	2.58E-5	1.25E-5	0.0	1.11E-5	3.78E-5	1.91E-5	1.011E-4	0.0010369	0.0010085	0.0023318	0.0024634	0.0030715	0.0047382	0.0052641	0.0052263	0.0047774	0.0052286	0.0051218	0.0058229	0.005954	0.0056198	0.0051022	0.0047148	0.0042844	0.0028665	0.0019799	0.0013374	9.927E-4	0.0015338	0.0021917	0.0011865	7.749E-4	5.087E-4	1.887E-4	9.77E-5	1.05E-4	8.09E-5	3.76E-5	5.57E-5	1.895E-4	7.87E-5	
Nelson's Sparrow (<em class="sci">Ammospiza nelsoni</em>)	8.38E-5	0.0	0.0	5.09E-5	2.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92E-5	1.37E-5	3.5E-5	5.34E-5	1.775E-4	5.553E-4	7.52E-4	1.69E-4	5.51E-5	1.2E-5	0.0015	0.0	0.0	1.27E-5	1.77E-5	0.0	0.0	0.0	0.0015	2.97E-5	8.76E-5	0.002405	0.0079285	0.0075605	0.0047555	0.0042617	0.0011479	5.538E-4	4.202E-4	2.022E-4	5.64E-5	7.43E-5	1.421E-4	2.25E-5	
Saltmarsh Sparrow (<em class="sci">Ammospiza caudacuta</em>)	6.52E-5	1.27E-5	3.75E-5	7.12E-5	3.803E-4	2.431E-4	1.362E-4	2.709E-4	3.635E-4	2.671E-4	2.666E-4	2.874E-4	2.102E-4	2.481E-4	4.224E-4	5.488E-4	0.0012674	0.0022164	0.0037814	0.0057046	0.0074716	0.0069425	0.0067324	0.0071562	0.0077427	0.0078372	0.0094908	0.009708	0.0090039	0.0088938	0.0074934	0.0057443	0.0038732	0.0038635	0.0032702	0.0043929	0.0059427	0.0046632	0.003297	0.0029956	6.604E-4	1.466E-4	8.75E-5	1.35E-5	2.445E-4	1.86E-5	9.48E-5	5.62E-5	
Nelson's x Saltmarsh Sparrow (hybrid) (<em class="sci">Ammospiza nelsoni x caudacuta</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94E-5	1.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow) (<em class="sci">Ammospiza nelsoni/caudacuta</em>)	4.66E-5	1.27E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2E-6	0.0	0.0	7.0E-6	6.7E-6	3.09E-5	4.33E-5	4.85E-5	1.3E-5	0.0	1.2E-5	1.5E-5	1.69E-5	1.78E-5	1.27E-5	7.06E-5	3.57E-5	5.2E-5	1.13E-5	1.45E-5	1.49E-5	7.3E-5	4.54E-4	0.0010738	7.036E-4	7.293E-4	4.522E-4	1.258E-4	9.77E-5	1.05E-4	1.35E-5	0.0	3.72E-5	4.74E-5	4.5E-5	
Ammospiza sp. (<em class="sci">Ammospiza sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9E-6	2.1E-5	3.34E-5	6.17E-5	1.01E-4	9.7E-5	1.43E-4	2.75E-5	1.084E-4	1.647E-4	1.185E-4	1.244E-4	1.772E-4	1.765E-4	2.5E-4	2.081E-4	1.129E-4	1.156E-4	1.189E-4	7.3E-5	2.086E-4	3.972E-4	4.139E-4	1.975E-4	1.809E-4	7.86E-5	1.63E-5	0.0	1.35E-5	0.0	1.86E-5	0.0	2.25E-5	
Savannah Sparrow (<em class="sci">Passerculus sandwichensis</em>)	0.0088568	0.0093415	0.0086724	0.0108906	0.0111462	0.0101316	0.0063398	0.0047865	0.0043491	0.0043521	0.0046876	0.0051056	0.0148748	0.035153	0.0539645	0.0552468	0.053288	0.0432739	0.038154	0.0387852	0.0418456	0.0444889	0.0497012	0.0502741	0.0448385	0.0421992	0.0329868	0.0195173	0.0128527	0.0116262	0.0113962	0.0131364	0.0156806	0.0208925	0.0361476	0.0619171	0.0821823	0.0838829	0.0834422	0.0663554	0.0380061	0.0258649	0.0188019	0.0143146	0.0126218	0.0115946	0.0151766	0.0111893	
Baird's Sparrow (<em class="sci">Centronyx bairdii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Henslow's Sparrow (<em class="sci">Centronyx henslowii</em>)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84E-5	9.6E-6	7.55E-5	3.851E-4	3.939E-4	3.01E-4	0.0014135	0.0018072	0.0015861	0.0017623	0.0014818	0.001243	7.617E-4	7.998E-4	5.949E-4	3.707E-4	1.964E-4	3.47E-5	3.39E-5	0.0	0.0	0.0	0.0015	4.707E-4	6.9E-5	3.04E-5	2.035E-4	0.0	0.0	0.0	1.213E-4	0.0013732	8.547E-4	0.0	0.0015	
Song Sparrow (<em class="sci">Melospiza melodia</em>)	0.159376	0.1542367	0.1455155	0.1587379	0.1611228	0.1583489	0.1416013	0.1716575	0.2044945	0.2995592	0.4055474	0.4917554	0.5362268	0.5428545	0.5129175	0.5015436	0.4958581	0.4784432	0.4801281	0.496441	0.507799	0.5087496	0.5135611	0.5133305	0.5169305	0.5193392	0.5167511	0.4893111	0.4337771	0.3680037	0.3208097	0.2809083	0.2616701	0.2534883	0.2788005	0.3325807	0.403292	0.4227394	0.3991461	0.3391248	0.2696596	0.2198189	0.2015861	0.1859954	0.1745796	0.1800884	0.2023499	0.1834151	
Lincoln's Sparrow (<em class="sci">Melospiza lincolnii</em>)	2.98E-4	4.442E-4	7.51E-5	2.137E-4	2.048E-4	9.94E-5	1.135E-4	1.419E-4	1.504E-4	1.558E-4	1.777E-4	1.513E-4	2.293E-4	1.93E-4	2.112E-4	0.0011251	0.0080177	0.0187529	0.0192236	0.0052502	0.0030202	0.0039393	0.0038412	0.0035179	0.0047774	0.0046888	0.0036435	0.0018859	0.0015536	6.608E-4	7.632E-4	7.336E-4	0.0016042	0.0073852	0.028191	0.0487263	0.049277	0.0401893	0.0244158	0.0136667	0.0040412	0.0011564	9.629E-4	7.953E-4	5.831E-4	6.503E-4	6.159E-4	3.374E-4	
Swamp Sparrow (<em class="sci">Melospiza georgiana</em>)	0.0183376	0.0162588	0.0135154	0.0149415	0.0131648	0.0095018	0.0061734	0.0086055	0.0079838	0.0099508	0.0134631	0.024938	0.0599003	0.1046411	0.1300295	0.1559987	0.1555714	0.126664	0.1077018	0.0909052	0.0896951	0.0963884	0.0971308	0.09138	0.0985428	0.1037629	0.1002577	0.0859164	0.0680943	0.0465407	0.0360445	0.0354366	0.0378212	0.0421713	0.059988	0.1077231	0.1729844	0.1831765	0.1740253	0.1360004	0.0873182	0.0565021	0.0475123	0.035773	0.0307927	0.0307146	0.0352806	0.0262022	
Lincoln's/Swamp Sparrow (<em class="sci">Melospiza lincolnii/georgiana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	6.9E-6	7.0E-6	3.34E-5	3.86E-5	2.16E-5	0.0	1.3E-5	0.0	0.0	0.0	0.0	0.0	1.27E-5	0.0	0.0	0.0015	0.0015	1.45E-5	3.863E-4	2.628E-4	7.608E-4	7.502E-4	7.036E-4	4.406E-4	7.91E-5	1.57E-5	1.63E-5	0.0	0.0	0.0	0.0	0.0	1.12E-5	
Green-tailed Towhee (<em class="sci">Pipilo chlorurus</em>)	0.0	0.0	0.0	1.02E-5	0.0	1.547E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	
Spotted Towhee (<em class="sci">Pipilo maculatus</em>)	4.843E-4	1.904E-4	2.5E-5	0.0	0.0	2.32E-4	1.437E-4	7.74E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75E-5	0.0	0.0	0.0	0.0	1.12E-5	
Eastern Towhee (<em class="sci">Pipilo erythrophthalmus</em>)	0.0079814	0.0066381	0.0065324	0.0069415	0.0064361	0.0059552	0.0053185	0.0057284	0.0058406	0.0060439	0.0075091	0.0106045	0.0260141	0.0641301	0.1383339	0.2031777	0.2082292	0.168102	0.1486186	0.1329501	0.1285447	0.1276034	0.1313434	0.1234022	0.1223698	0.1210793	0.1156847	0.1051299	0.0934289	0.0755974	0.0645435	0.0625783	0.0623898	0.0688589	0.0768209	0.0982625	0.1299884	0.1301978	0.0980431	0.0530052	0.0238384	0.0132908	0.0109765	0.0096374	0.0101764	0.0100338	0.0128867	0.0117291	
Spotted x Eastern Towhee (hybrid) (<em class="sci">Pipilo maculatus x erythrophthalmus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	1.51E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted/Eastern Towhee (Rufous-sided Towhee) (<em class="sci">Pipilo maculatus/erythrophthalmus</em>)	0.0	0.0	0.0	0.0	1.46E-5	2.21E-5	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	7.0E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35E-5	0.0	0.0	0.0	0.0	
new world sparrow sp. (<em class="sci">Passerellidae sp.</em>)	0.0029988	0.0039092	0.0033038	0.0030433	0.0034375	0.0076788	0.0103267	0.0031351	0.0029829	0.0033726	0.0035102	0.0032071	0.0035634	0.0040162	0.0032738	0.0032107	0.002976	0.0033781	0.0024618	0.0022645	0.0022924	0.0025092	0.0023267	0.0025179	0.0025759	0.0029115	0.0035546	0.003544	0.0047844	0.0045183	0.0054119	0.0057669	0.0057664	0.0059289	0.0073726	0.0106754	0.0125473	0.0134654	0.0130815	0.0098007	0.0073276	0.0067757	0.0052694	0.0052433	0.0040819	0.0040693	0.0037744	0.0040596	
Yellow-breasted Chat (<em class="sci">Icteria virens</em>)	8.941E-4	6.092E-4	9.135E-4	3.257E-4	1.316E-4	4.42E-5	4.54E-5	5.16E-5	5.01E-5	2.23E-5	2.22E-5	6.81E-5	5.73E-5	1.103E-4	0.0015	2.538E-4	4.131E-4	0.0016289	0.001528	0.0013198	0.0012736	0.0011571	0.0011565	7.71E-4	4.044E-4	3.555E-4	1.422E-4	6.33E-5	1.77E-5	5.36E-5	5.898E-4	8.238E-4	0.0023123	0.0030462	0.0028468	0.002221	0.0029272	0.0010761	0.0026133	0.002453	0.0014781	8.307E-4	6.652E-4	0.0017792	0.0011098	8.919E-4	9.16E-4	8.772E-4	
